City,Customer Name,Customer Segment,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Customer Age,Discount,Discount %,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Pine Bluff,Ken Black,Consumer,23-02-2014,3749,Medium,Office Supplies,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders and Binder Accessories,South,553,25-02-2014,Regular Air,Arkansas,71603,53,0.01,1,1,27,0.35,140.148,353.62,1.49,12.97
Kissimmee,Tracy Collins,Consumer,10-06-2015,42887,Medium,Office Supplies,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,South,6051,11-06-2015,Regular Air,Florida,34741,66,0.01,1,1,3,0.35,-11.43,35.68,5.76,9.78
Palm Bay,Linda Southworth,Consumer,31-10-2013,36003,Medium,Office Supplies,Small Box,Xerox Blank Computer Paper,Paper,South,5051,02-11-2013,Regular Air,Florida,32905,51,0.01,1,1,48,0.38,349.82,1031.18,5.77,19.98
Sherwood,Marc Crier,Consumer,21-10-2013,21696,Medium,Office Supplies,Small Box,GBC Durable Plastic Covers,Binders and Binder Accessories,South,3015,22-10-2013,Regular Air,Arkansas,72116,50,0.02,2,1,14,0.39,-51.911,278.27,12.79,19.35
La Vergne,Amy Hunt,Consumer,23-04-2014,37826,Medium,Office Supplies,Small Box,Strathmore Photo Mount Cards,Paper,South,5318,25-04-2014,Regular Air,Tennessee,37086,54,0.03,3,1,45,0.39,-84.85,325.8,6.18,6.78
Palm Bay,Linda Southworth,Consumer,31-10-2013,36003,Medium,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,South,5050,02-11-2013,Regular Air,Florida,32905,51,0.04,4,1,40,0.36,-115.345,207.42,5.68,4.91
Plant City,Rick Bensley,Consumer,23-09-2015,45571,Medium,Office Supplies,Small Box,Portable Personal File Box,Storage & Organization,South,6412,24-09-2015,Regular Air,Florida,33566,69,0.05,5,1,43,0.58,-7.24,528.53,4.81,12.21
Ormond Beach,Linda Southworth,Consumer,14-09-2013,1542,Medium,Office Supplies,Small Box,Belkin Premiere Surge Master II 8-outlet surge protector,Appliances,South,232,16-09-2013,Regular Air,Florida,32174,49,0.06,6,1,47,0.56,586.93,2150.25,3.99,48.58
Florence,Karen Seio,Consumer,19-04-2013,47078,Medium,Office Supplies,Small Box,Avery 493,Labels,South,6615,19-04-2013,Regular Air,Alabama,35630,46,0.06,6,1,18,0.36,34.1,84.74,0.5,4.91
Oviedo,Linda Southworth,Consumer,26-03-2014,24384,Medium,Office Supplies,Small Box,Avery 508,Labels,South,3412,28-03-2014,Regular Air,Florida,32765,54,0.06,6,1,44,0.36,95.52,205.11,0.5,4.91
Gadsden,Lori Olson,Consumer,11-06-2014,23107,Medium,Office Supplies,Small Box,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Binders and Binder Accessories,South,3221,14-06-2014,Regular Air,Alabama,35904,55,0.07,7,1,7,0.36,-39.123,43.29,7.57,5.38
Florence,Karen Seio,Consumer,19-04-2013,47078,Medium,Office Supplies,Small Box,Xerox 1989,Paper,South,6617,20-04-2013,Regular Air,Alabama,35630,46,0.07,7,1,20,0.38,-49.64,98.57,5.02,4.98
Annandale,James Galang,Consumer,25-09-2013,10657,Medium,Office Supplies,Small Box,Xerox 1894,Paper,South,1475,27-09-2013,Regular Air,Virginia,22003,50,0.07,7,1,44,0.37,-102.19,289.94,6.22,6.48
Oviedo,Linda Southworth,Consumer,26-03-2014,24384,Medium,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,South,3413,28-03-2014,Regular Air,Florida,32765,54,0.07,7,1,21,0.71,294.94,3981.23,19.99,193.17
Marrero,Richard Eichhorn,Consumer,10-04-2013,12613,Medium,Office Supplies,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,South,1760,13-04-2013,Regular Air,Louisiana,70072,46,0.08,8,1,3,0.4,-16.008,15.64,6.27,3.36
Oviedo,Linda Southworth,Consumer,14-09-2013,1542,Medium,Office Supplies,Small Box,Steel Personal Filing/Posting Tote,Storage & Organization,South,233,16-09-2013,Regular Air,Florida,32765,49,0.08,8,1,13,0.58,27.2,448,6.31,35.51
Merritt Island,Natalie Webber,Consumer,14-03-2013,19744,Medium,Office Supplies,Small Box,Staples 6 Outlet Surge,Appliances,South,2733,16-03-2013,Regular Air,Florida,32953,46,0.09,9,1,41,0.58,-34.39,478.38,4.98,11.97
Lebanon,Andy Gerbode,Consumer,26-09-2013,18597,Medium,Office Supplies,Small Box,Avery 504,Labels,South,2580,27-09-2013,Regular Air,Tennessee,37087,50,0.1,10,1,37,0.36,38.58,101.2,0.5,2.88
Deland,Jill Stevenson,Consumer,27-02-2015,7653,Medium,Office Supplies,Small Box,Xerox 1910,Paper,South,1044,01-03-2015,Regular Air,Florida,32720,62,0.1,10,1,32,0.37,597.31,1425.06,5.09,48.04
Garner,John Huston,Consumer,11-05-2015,15524,Medium,Office Supplies,Small Pack,Acme® Preferred Stainless Steel Scissors,"Scissors, Rulers and Trimmers",South,2160,12-05-2015,Regular Air,North Carolina,27529,65,0.03,3,1,27,0.56,-37.62,156.82,3.6,5.68
Kissimmee,Tracy Collins,Consumer,10-06-2015,42887,Medium,Office Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,South,6052,12-06-2015,Regular Air,Florida,34741,66,0.04,4,1,11,0.59,-45.65,234.76,8.99,21.38
Riverview,Theresa Swint,Consumer,03-03-2013,44064,Medium,Office Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,South,6222,06-03-2013,Regular Air,Florida,33569,46,0.05,5,1,23,0.59,-104.18,284.14,8.99,11.66
Seminole,Arthur Gainer,Consumer,18-08-2013,57921,Medium,Office Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,South,8113,20-08-2013,Regular Air,Florida,33772,49,0.08,8,1,7,0.59,-45.94,148.05,8.99,21.38
Florence,Karen Seio,Consumer,19-04-2013,47078,Medium,Office Supplies,Wrap Bag,"Adams Telephone Message Books, 5 1/4” x 11”",Paper,South,6616,20-04-2013,Regular Air,Alabama,35630,46,0.01,1,1,43,0.38,77.04,279.83,2.14,6.04
Royal Palm Beach,Tracy Zic,Consumer,19-11-2015,31042,Medium,Office Supplies,Wrap Bag,Prang Drawing Pencil Set,Pens & Art Supplies,South,4354,20-11-2015,Regular Air,Florida,33411,74,0.03,3,1,48,0.58,-6.04,134.52,1.2,2.78
Aiken,Saphhira Shifley,Consumer,15-03-2014,11109,Medium,Office Supplies,Wrap Bag,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Paper,South,1541,16-03-2014,Regular Air,South Carolina,29801,54,0.08,8,1,18,0.4,31.52,130.38,1.71,7.4
Riverview,Theresa Swint,Consumer,30-12-2015,45127,Medium,Office Supplies,Wrap Bag,Binder Clips by OIC,Rubber Bands,South,6361,30-12-2015,Regular Air,Florida,33569,95,0.1,10,1,10,0.37,-1.29,14.15,0.7,1.48
Portsmouth,Muhammed Yedwab,Consumer,26-11-2015,40289,Not Specified,Office Supplies,Small Box,Avery 474,Labels,South,5698,27-11-2015,Regular Air,Virginia,23701,75,0.01,1,1,26,0.36,19.63,78.09,0.99,2.88
Farragut,Brosina Hoffman,Consumer,20-07-2012,25060,Not Specified,Office Supplies,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders and Binder Accessories,South,3517,22-07-2012,Regular Air,Tennessee,37922,41,0.03,3,1,6,0.35,2070.617,7767.02,19.99,1270.99
Kissimmee,Tracy Collins,Consumer,24-08-2014,51302,Not Specified,Office Supplies,Small Box,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Labels,South,7193,26-08-2014,Regular Air,Florida,34741,57,0.03,3,1,44,0.37,-223.5,167.55,7.5,3.75
Bossier City,Neil French,Consumer,20-07-2012,55847,Not Specified,Office Supplies,Small Box,Avery 481,Labels,South,7808,21-07-2012,Regular Air,Louisiana,71111,41,0.04,4,1,45,0.37,34.72,136.71,0.99,3.08
Maryville,Andy Gerbode,Consumer,17-12-2014,47717,Not Specified,Office Supplies,Small Box,Avery 493,Labels,South,6702,18-12-2014,Regular Air,Tennessee,37804,60,0.04,4,1,35,0.36,84.03,173.22,0.5,4.91
Bossier City,Neil French,Consumer,20-07-2012,55847,Not Specified,Office Supplies,Small Box,GBC Standard Plastic Binding Systems' Combs,Binders and Binder Accessories,South,7807,23-07-2012,Regular Air,Louisiana,71111,41,0.05,5,1,21,0.4,-51.428,133.15,5.36,6.28
Aiken,Saphhira Shifley,Consumer,12-12-2013,16579,Not Specified,Office Supplies,Small Box,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,South,2300,13-12-2013,Regular Air,South Carolina,29801,51,0.05,5,1,33,0.37,-13.708,63.96,1.49,1.88
Palm Bay,Linda Southworth,Consumer,10-06-2014,37702,Not Specified,Office Supplies,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,South,5296,12-06-2014,Regular Air,Florida,32905,55,0.05,5,1,44,0.59,26.44,601.78,4.51,13.48
Madison,Emily Phan,Consumer,26-11-2015,23777,Not Specified,Office Supplies,Small Box,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Storage & Organization,South,3324,27-11-2015,Regular Air,Alabama,35756,75,0.06,6,1,16,0.75,-67.54,487.7,6.72,31.98
Jupiter,Tracy Collins,Consumer,24-06-2014,14500,Not Specified,Office Supplies,Small Box,Xerox Blank Computer Paper,Paper,South,2033,26-06-2014,Regular Air,Florida,33458,56,0.07,7,1,44,0.38,211.79,839.7,5.77,19.98
Riviera Beach,Tracy Zic,Consumer,02-06-2013,12196,Not Specified,Office Supplies,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,Storage & Organization,South,1689,02-06-2013,Regular Air,Florida,33404,47,0.07,7,1,25,0.58,2914.56,10330.94,19.99,419.19
Alexandria,Georgia Rosenberg,Consumer,30-06-2012,55746,Not Specified,Office Supplies,Small Box,X-Rack™ File for Hanging Folders,Storage & Organization,South,7790,02-07-2012,Regular Air,Virginia,22304,41,0.07,7,1,29,0.59,-36.87,324.75,5.03,11.29
Atlanta,Peter Fuller,Consumer,03-10-2014,22211,Not Specified,Office Supplies,Small Box,Xerox 1988,Paper,South,3099,05-10-2014,Regular Air,Georgia,30318,58,0.08,8,1,30,0.4,-89.98,943.44,19.99,30.98
Reston,Katrina Willman,Consumer,07-06-2015,2054,Not Specified,Office Supplies,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,South,299,10-06-2015,Regular Air,Virginia,20190,66,0.09,9,1,1,0.57,-246.51,343.78,19.99,363.25
Casselberry,Gene McClure,Consumer,19-11-2014,32069,Not Specified,Office Supplies,Small Box,Xerox 1993,Paper,South,4507,21-11-2014,Regular Air,Florida,32707,59,0.09,9,1,17,0.36,-102.24,114.94,9.68,6.48
Kissimmee,Tracy Collins,Consumer,12-03-2014,50789,Not Specified,Office Supplies,Small Box,Fellowes PB300 Plastic Comb Binding Machine,Binders and Binder Accessories,South,7118,14-03-2014,Regular Air,Florida,34741,53,0.1,10,1,23,0.38,3440.052,8673.9,19.99,387.99
Jupiter,Tracy Collins,Consumer,24-06-2014,14500,Not Specified,Office Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,South,2034,25-06-2014,Regular Air,Florida,33458,56,0.01,1,1,46,0.56,289.02,1662.5,8.99,34.58
Columbia,Sarah Brown,Consumer,05-03-2015,2240,Not Specified,Office Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",Pens & Art Supplies,South,325,06-03-2015,Regular Air,Tennessee,38401,62,0.06,6,1,5,0.55,-22.12,142.44,6.17,28.15
Anderson,Saphhira Shifley,Consumer,29-04-2014,42727,Not Specified,Office Supplies,Small Pack,"Elite 5"" Scissors","Scissors, Rulers and Trimmers",South,6034,30-04-2014,Regular Air,South Carolina,29624,55,0.1,10,1,21,0.55,-100.61,177.06,7.77,8.45
Wilmington,Rick Wilson,Consumer,24-11-2013,4675,Not Specified,Office Supplies,Wrap Bag,4009® Highlighters by Sanford,Pens & Art Supplies,South,668,26-11-2013,Regular Air,North Carolina,28403,51,0,0,1,4,0.52,-1.15,17.89,0.7,3.98
Hilton Head Island,Craig Leslie,Consumer,18-08-2013,13094,Not Specified,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,South,1825,19-08-2013,Regular Air,South Carolina,29915,49,0.02,2,1,7,0.38,71.21,283.57,5.08,37.94
Portsmouth,Muhammed Yedwab,Consumer,26-11-2015,40289,Not Specified,Office Supplies,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Paper,South,5699,27-11-2015,Regular Air,Virginia,23701,75,0.04,4,1,4,0.36,-1.19,42.77,2.27,10.14
Aiken,Saphhira Shifley,Consumer,12-12-2013,16579,Not Specified,Office Supplies,Wrap Bag,"Avery Hi-Liter® EverBold™ Pen Style Fluorescent Highlighters, 4/Pack",Pens & Art Supplies,South,2301,13-12-2013,Regular Air,South Carolina,29801,51,0.07,7,1,23,0.45,4.94,177.23,3.12,8.14
Pueblo West,Cathy Armstrong,Consumer,18-08-2015,25571,Critical,Office Supplies,Large Box,Fellowes Officeware™ Wire Shelving,Storage & Organization,West,3585,20-08-2015,Regular Air,Colorado,81007,67,0.08,8,1,42,0.83,-1032.13,3749,35,89.83
Burien,Roy Phan,Consumer,25-09-2014,24996,Critical,Office Supplies,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,West,3509,26-09-2014,Regular Air,Washington,98146,57,0.01,1,1,36,0.46,739.36,1793.24,5.1,46.89
Davis,Patrick Bzostek,Consumer,25-10-2012,50656,Critical,Office Supplies,Small Box,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Appliances,West,7095,27-10-2012,Regular Air,California,95616,43,0,0,1,42,0.59,-139.13,194.2,5.15,4.37
Hacienda Heights,Cyra Reiten,Consumer,08-08-2013,57669,Critical,Office Supplies,Small Box,Belkin 8 Outlet Surge Protector,Appliances,West,8085,09-08-2013,Regular Air,California,91745,48,0,0,1,41,0.57,544.93,1803.12,5.33,40.98
Escondido,Thomas Thornton,Consumer,22-01-2014,9824,Critical,Office Supplies,Small Box,Avery 506,Labels,West,1343,24-01-2014,Regular Air,California,92025,52,0,0,1,5,0.39,2.75,21.56,0.5,4.13
Klamath Falls,Jenna Caffey,Consumer,08-10-2014,53443,Critical,Office Supplies,Small Box,Avery 51,Labels,West,7485,10-10-2014,Regular Air,Oregon,97601,58,0.01,1,1,3,0.39,-2.01,19.46,0.5,6.3
Seattle,Brendan Sweed,Consumer,10-08-2012,10464,Critical,Office Supplies,Small Box,Xerox 1897,Paper,West,1450,11-08-2012,Regular Air,Washington,98115,42,0.01,1,1,23,0.36,-69.07,121.73,6.07,4.98
Coos Bay,Trudy Bell,Consumer,24-10-2012,38887,Critical,Office Supplies,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,West,5475,25-10-2012,Regular Air,Oregon,97420,43,0.02,2,1,25,0.38,28.458,378.9,7.17,14.45
Pullman,Yoseph Carroll,Consumer,18-10-2015,12356,Critical,Office Supplies,Small Box,Xerox 1947,Paper,West,1722,21-10-2015,Regular Air,Washington,99163,71,0.02,2,1,39,0.4,-70.85,243.05,5.35,5.98
Midvale,Annie Thurman,Consumer,15-09-2014,24705,Critical,Office Supplies,Small Box,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,West,3469,17-09-2014,Regular Air,Utah,84047,57,0.03,3,1,34,0.38,-127.5235,260.51,7.72,7.3
Lynnwood,Tonja Turnell,Consumer,02-02-2015,39813,Critical,Office Supplies,Small Box,Xerox 21,Paper,West,5621,03-02-2015,Regular Air,Washington,98037,61,0.03,3,1,48,0.37,-130.5,314.34,6.6,6.48
Klamath Falls,Jenna Caffey,Consumer,08-10-2014,53443,Critical,Office Supplies,Small Box,Belkin F9M820V08 8 Outlet Surge,Appliances,West,7484,09-10-2014,Regular Air,Oregon,97601,58,0.04,4,1,35,0.56,387.56,1477.63,4.62,42.98
Tempe,Ed Braxton,Consumer,20-08-2015,4099,Critical,Office Supplies,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,West,601,23-08-2015,Regular Air,Arizona,85281,67,0.04,4,1,12,0.35,-6.83,122.93,5.76,9.78
Caldwell,Sue Ann Reed,Consumer,11-12-2014,42083,Critical,Office Supplies,Small Box,Xerox 1894,Paper,West,5933,13-12-2014,Regular Air,Idaho,83605,59,0.04,4,1,36,0.37,-86.3,236.89,6.22,6.48
Lynnwood,Tonja Turnell,Consumer,16-09-2015,32994,Critical,Office Supplies,Small Box,Xerox 227,Paper,West,4634,16-09-2015,Regular Air,Washington,98037,68,0.05,5,1,34,0.37,-164.89,226.41,8.73,6.48
Midvale,Annie Thurman,Consumer,28-08-2015,28544,Critical,Office Supplies,Small Box,Wilson Jones Suede Grain Vinyl Binders,Binders and Binder Accessories,West,3999,29-08-2015,Regular Air,Utah,84047,68,0.07,7,1,24,0.36,2.686,68.5,1.49,2.78
La Quinta,Ivan Liston,Consumer,01-06-2015,53762,Critical,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,West,7525,02-06-2015,Regular Air,California,92253,66,0.07,7,1,28,0.39,58.1,136.16,0.49,4.98
Rancho Cucamonga,Dave Kipp,Consumer,02-07-2014,32129,Critical,Office Supplies,Small Box,Xerox 1984,Paper,West,4513,03-07-2014,Regular Air,California,91730,56,0.07,7,1,20,0.36,-105.15,129.27,8.74,6.48
Pullman,Yoseph Carroll,Consumer,14-08-2012,11840,Critical,Office Supplies,Small Box,Ampad #10 Peel & Seel® Holiday Envelopes,Envelopes,West,1635,15-08-2012,Regular Air,Washington,99163,42,0.08,8,1,43,0.37,-6.24,181.5,2.5,4.48
Oro Valley,Cindy Chapman,Consumer,31-07-2015,2562,Critical,Office Supplies,Small Box,Staples 1 Part Blank Computer Paper,Paper,West,368,02-08-2015,Regular Air,Arizona,85737,67,0.08,8,1,6,0.36,-37.07,77.6,11.25,11.34
Manteca,Brian Stugart,Consumer,25-07-2013,23719,Critical,Office Supplies,Small Box,Southworth Structures Collection™,Paper,West,3318,27-07-2013,Regular Air,California,95336,48,0.08,8,1,17,0.35,-28.13,122.74,5.47,7.28
Rancho Cucamonga,Dave Kipp,Consumer,25-10-2015,56676,Critical,Office Supplies,Small Box,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Paper,West,7931,26-10-2015,Regular Air,California,91730,71,0.08,8,1,39,0.4,-107.2,206.47,5.66,5.28
Surprise,Ed Braxton,Consumer,20-08-2015,4099,Critical,Office Supplies,Small Box,"SAFCO Mobile Desk Side File, Wire Frame",Storage & Organization,West,600,21-08-2015,Regular Air,Arizona,85374,67,0.08,8,1,42,,285.16,1691.51,6.22,42.76
Kent,Stephanie Phelps,Consumer,25-04-2015,3845,Critical,Office Supplies,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,West,569,25-04-2015,Regular Air,Washington,98031,64,0.09,9,1,9,0.57,294.39,3064.27,19.99,363.25
Lawndale,Barry Pond,Consumer,14-05-2014,57444,Critical,Office Supplies,Small Box,GBC VeloBinder Strips,Binders and Binder Accessories,West,8041,15-05-2014,Regular Air,California,90260,55,0.09,9,1,24,0.35,-56.1085,178.92,6.16,7.68
Danville,Patrick Bzostek,Consumer,22-02-2013,37606,Critical,Office Supplies,Small Pack,Barrel Sharpener,Pens & Art Supplies,West,5284,24-02-2013,Regular Air,California,94526,46,0.03,3,1,41,0.59,-115.48,148.99,4.17,3.57
Caldwell,Sue Ann Reed,Consumer,11-12-2014,42083,Critical,Office Supplies,Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",West,5934,11-12-2014,Regular Air,Idaho,83605,59,0.05,5,1,33,0.55,-57.97,68.42,2.56,2.08
Laguna Hills,Jill Matthias,Consumer,22-10-2015,54180,Critical,Office Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,West,7575,24-10-2015,Regular Air,California,92653,71,0.08,8,1,43,0.59,-57.75,913.99,8.99,21.38
Inglewood,Eric Barreto,Consumer,22-03-2013,53060,Critical,Office Supplies,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Paper,West,7443,24-03-2013,Regular Air,California,90301,46,0.02,2,1,4,0.4,-2.82,38.58,2.15,9.11
Klamath Falls,Jenna Caffey,Consumer,08-10-2014,53443,Critical,Office Supplies,Wrap Bag,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Pens & Art Supplies,West,7486,09-10-2014,Regular Air,Oregon,97601,58,0.04,4,1,22,0.4,52.08,148.8,1.22,6.47
Danville,Patrick Bzostek,Consumer,22-02-2013,37606,Critical,Office Supplies,Wrap Bag,Newell 342,Pens & Art Supplies,West,5285,24-02-2013,Regular Air,California,94526,46,0.06,6,1,21,0.56,-57.84,70.66,3.97,3.28
Klamath Falls,Jenna Caffey,Consumer,04-12-2013,27746,Critical,Office Supplies,Wrap Bag,Wirebound Voice Message Log Book,Paper,West,3885,05-12-2013,Regular Air,Oregon,97601,51,0.07,7,1,42,0.39,71.65,196.1,0.88,4.76
Coos Bay,Trudy Bell,Consumer,24-10-2012,38887,Critical,Office Supplies,Wrap Bag,DIXON Ticonderoga® Erasable Checking Pencils,Pens & Art Supplies,West,5476,26-10-2012,Regular Air,Oregon,97420,43,0.07,7,1,50,0.46,25.05,264.05,1.99,5.58
Longview,Tonja Turnell,Consumer,03-04-2014,9286,Critical,Office Supplies,Wrap Bag,Rediform S.O.S. Phone Message Books,Paper,West,1280,05-04-2014,Regular Air,Washington,98632,54,0.1,10,1,26,0.36,45.79,123.16,0.8,4.98
Escondido,Thomas Thornton,Consumer,22-01-2014,9824,Critical,Office Supplies,Wrap Bag,"Sanford Colorific Colored Pencils, 12/Box",Pens & Art Supplies,West,1344,24-01-2014,Regular Air,California,92025,52,0.1,10,1,43,0.55,-1.49,115.81,1.01,2.88
West Valley City,Georgia Rosenberg,Consumer,21-12-2014,7077,High,Office Supplies,Medium Box,Holmes HEPA Air Purifier,Appliances,West,974,23-12-2014,Regular Air,Utah,84120,60,0.04,4,1,14,0.5,25.34,304.52,5.94,21.78
Santa Fe,Arthur Gainer,Consumer,17-11-2013,44935,High,Office Supplies,Small Box,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup,Appliances,West,6337,18-11-2013,Regular Air,New Mexico,87505,51,0,0,1,39,0.59,2766.29,9362.73,19.99,232.58
Phoenix,Cindy Chapman,Consumer,19-11-2015,34659,High,Office Supplies,Small Box,Avery Binding System Hidden Tab™ Executive Style Index Sets,Binders and Binder Accessories,West,4868,21-11-2015,Regular Air,Arizona,85023,74,0,0,1,42,0.35,-52.5205,259.43,4.97,5.77
Santa Clara,Charles Crestani,Consumer,19-11-2013,8001,High,Office Supplies,Small Box,Acco Perma® 3000 Stacking Storage Drawers,Storage & Organization,West,1087,21-11-2013,Regular Air,California,95051,51,0.01,1,1,47,0.66,112.22,1059.72,5.42,20.98
Twin Falls,Tim Brockman,Consumer,29-07-2013,48321,High,Office Supplies,Small Box,"Hot File® 7-Pocket, Floor Stand",Storage & Organization,West,6784,30-07-2013,Regular Air,Idaho,83301,48,0.02,2,1,31,0.55,1856.12,5875.66,19.99,178.47
Auburn,Raymond Book,Consumer,02-11-2015,3297,High,Office Supplies,Small Box,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Labels,West,476,03-11-2015,Regular Air,Washington,98002,72,0.04,4,1,40,0.37,-196.8,158.7,7.5,3.75
Palm Springs,Irene Maddox,Consumer,04-09-2014,51969,High,Office Supplies,Small Box,Xerox 1881,Paper,West,7283,04-09-2014,Regular Air,California,92262,57,0.04,4,1,16,0.38,-5.76,196.98,6.47,12.28
West Linn,Ken Lonsdale,Consumer,13-09-2015,46053,High,Office Supplies,Small Box,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,West,6474,14-09-2015,Regular Air,Oregon,97068,68,0.05,5,1,25,0.57,392.76,1458.83,3.5,60.22
Billings,Julia Dunbar,Consumer,30-04-2013,57766,High,Office Supplies,Small Box,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,West,8097,03-05-2013,Regular Air,Montana,59102,47,0.05,5,1,17,0.39,-85.32,517.98,19.99,30.53
West Valley City,Georgia Rosenberg,Consumer,19-06-2014,8902,High,Office Supplies,Small Box,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Paper,West,1213,21-06-2014,Regular Air,Utah,84120,56,0.05,5,1,27,0.37,-57.62,180.46,5.94,6.48
Modesto,Darrin Sayre,Consumer,19-09-2014,27715,High,Office Supplies,Small Box,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Binders and Binder Accessories,West,3880,21-09-2014,Regular Air,California,95351,57,0.06,6,1,12,0.4,-36.225,94.52,6.28,7.45
Tooele,Frank Merwin,Consumer,26-04-2013,1383,High,Office Supplies,Small Box,Deluxe Rollaway Locking File with Drawer,Storage & Organization,West,210,27-04-2013,Regular Air,Utah,84074,47,0.07,7,1,43,0.57,5616.08,17129.97,11.37,415.88
West Linn,Ken Lonsdale,Consumer,15-04-2014,52293,High,Office Supplies,Small Box,Xerox 1904,Paper,West,7341,16-04-2014,Regular Air,Oregon,97068,54,0.08,8,1,4,0.36,-14.59,31.14,5.86,6.48
Citrus Heights,Maureen Gastineau,Consumer,19-01-2015,6886,High,Office Supplies,Small Box,"Hot File® 7-Pocket, Floor Stand",Storage & Organization,West,954,20-01-2015,Regular Air,California,95610,61,0.08,8,1,46,0.55,2385.3,8177.07,19.99,178.47
La Quinta,Ivan Liston,Consumer,29-09-2014,19264,High,Office Supplies,Small Box,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,West,2665,01-10-2014,Regular Air,California,92253,58,0.09,9,1,40,0.38,-134.711,161.72,5.26,3.98
Tracy,Joni Wasserman,Consumer,07-06-2014,21346,High,Office Supplies,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,West,2948,07-06-2014,Regular Air,California,95376,55,0.09,9,1,46,0.4,-237.89,400.49,9.86,9.06
Pueblo West,Cathy Armstrong,Consumer,25-08-2014,15622,High,Office Supplies,Small Box,Xerox 1993,Paper,West,2172,26-08-2014,Regular Air,Colorado,81007,57,0.09,9,1,21,0.36,-129.24,135.99,9.68,6.48
Carson City,Bobby Odegard,Consumer,15-11-2015,45346,High,Office Supplies,Small Box,Xerox 1936,Paper,West,6382,15-11-2015,Regular Air,Nevada,89701,74,0.09,9,1,37,0.38,150.38,692.15,5.97,19.98
Menlo Park,Paul Van Hugh,Consumer,07-08-2012,57381,High,Office Supplies,Small Box,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Binders and Binder Accessories,West,8032,08-08-2012,Regular Air,California,94025,42,0.1,10,1,13,0.35,171.4025,515.23,2.99,41.94
